Content ID,Datetime,Content Type,Category,Sentiment,Score
97522e57-d9ab-4bd6-97bf-c24d952602d2,11/04/21 20:47,photo,Studying,negative,12
97522e57-d9ab-4bd6-97bf-c24d952602d2,13/06/21 16:46,photo,Studying,positive,50
97522e57-d9ab-4bd6-97bf-c24d952602d2,11/04/21 14:29,photo,Studying,positive,60
97522e57-d9ab-4bd6-97bf-c24d952602d2,02/03/21 19:21,photo,Studying,negative,12
97522e57-d9ab-4bd6-97bf-c24d952602d2,27/06/20 18:44,photo,Studying,negative,5
97522e57-d9ab-4bd6-97bf-c24d952602d2,09/05/21 21:05,photo,Studying,negative,5
97522e57-d9ab-4bd6-97bf-c24d952602d2,04/08/20 23:58,photo,Studying,positive,70
97522e57-d9ab-4bd6-97bf-c24d952602d2,28/08/20 03:57,photo,Studying,positive,75
97522e57-d9ab-4bd6-97bf-c24d952602d2,25/08/20 08:21,photo,Studying,positive,45
97522e57-d9ab-4bd6-97bf-c24d952602d2,20/04/21 23:48,photo,Studying,negative,15
97522e57-d9ab-4bd6-97bf-c24d952602d2,07/03/21 12:40,photo,Studying,positive,30
97522e57-d9ab-4bd6-97bf-c24d952602d2,24/05/21 03:21,photo,Studying,neutral,20
97522e57-d9ab-4bd6-97bf-c24d952602d2,24/01/21 11:03,photo,Studying,positive,75
97522e57-d9ab-4bd6-97bf-c24d952602d2,09/04/21 02:46,photo,Studying,negative,0
97522e57-d9ab-4bd6-97bf-c24d952602d2,02/02/21 03:43,photo,Studying,positive,75
97522e57-d9ab-4bd6-97bf-c24d952602d2,04/02/21 03:06,photo,Studying,positive,30
97522e57-d9ab-4bd6-97bf-c24d952602d2,09/11/20 02:49,photo,Studying,negative,10
97522e57-d9ab-4bd6-97bf-c24d952602d2,29/09/20 16:00,photo,Studying,negative,15
97522e57-d9ab-4bd6-97bf-c24d952602d2,29/11/20 21:33,photo,Studying,negative,10
97522e57-d9ab-4bd6-97bf-c24d952602d2,13/02/21 07:54,photo,Studying,positive,70
97522e57-d9ab-4bd6-97bf-c24d952602d2,14/07/20 05:28,photo,Studying,positive,30
97522e57-d9ab-4bd6-97bf-c24d952602d2,23/08/20 10:30,photo,Studying,neutral,20
97522e57-d9ab-4bd6-97bf-c24d952602d2,10/05/21 09:27,photo,Studying,negative,12
97522e57-d9ab-4bd6-97bf-c24d952602d2,15/03/21 03:59,photo,Studying,negative,5
9f737e0a-3cdd-4d29-9d24-753f4e3be810,25/06/20 17:01,photo,healthy eating,negative,10
9f737e0a-3cdd-4d29-9d24-753f4e3be810,13/09/20 00:11,photo,healthy eating,positive,45
9f737e0a-3cdd-4d29-9d24-753f4e3be810,20/08/20 18:17,photo,healthy eating,neutral,35
9f737e0a-3cdd-4d29-9d24-753f4e3be810,11/02/21 04:53,photo,healthy eating,negative,15
9f737e0a-3cdd-4d29-9d24-753f4e3be810,08/03/21 10:40,photo,healthy eating,negative,5
9f737e0a-3cdd-4d29-9d24-753f4e3be810,28/03/21 21:15,photo,healthy eating,negative,0
9f737e0a-3cdd-4d29-9d24-753f4e3be810,25/05/21 01:00,photo,healthy eating,negative,5
9f737e0a-3cdd-4d29-9d24-753f4e3be810,15/03/21 12:17,photo,healthy eating,positive,50
9f737e0a-3cdd-4d29-9d24-753f4e3be810,05/05/21 16:26,photo,healthy eating,positive,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,31/08/20 00:21,photo,healthy eating,positive,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,16/06/21 03:02,photo,healthy eating,positive,60
9f737e0a-3cdd-4d29-9d24-753f4e3be810,07/07/20 10:52,photo,healthy eating,neutral,20
9f737e0a-3cdd-4d29-9d24-753f4e3be810,20/08/20 07:59,photo,healthy eating,neutral,35
9f737e0a-3cdd-4d29-9d24-753f4e3be810,23/09/20 11:15,photo,healthy eating,positive,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,24/03/21 05:56,photo,healthy eating,positive,50
230c4e4d-70c3-461d-b42c-ec09396efb3f,07/12/20 19:13,photo,healthy eating,negative,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,03/08/20 16:41,photo,healthy eating,positive,75
230c4e4d-70c3-461d-b42c-ec09396efb3f,10/01/21 15:36,photo,healthy eating,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,20/09/20 08:48,photo,healthy eating,negative,15
230c4e4d-70c3-461d-b42c-ec09396efb3f,20/07/20 14:06,photo,healthy eating,positive,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,24/10/20 12:15,photo,healthy eating,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,06/06/21 01:27,photo,healthy eating,positive,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,25/12/20 00:09,photo,healthy eating,positive,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,14/06/21 07:56,photo,healthy eating,positive,50
230c4e4d-70c3-461d-b42c-ec09396efb3f,05/06/21 18:00,photo,healthy eating,positive,50
230c4e4d-70c3-461d-b42c-ec09396efb3f,18/11/20 23:37,photo,healthy eating,negative,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,09/05/21 02:42,photo,healthy eating,positive,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,11/05/21 08:38,photo,healthy eating,negative,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,12/11/20 08:00,photo,healthy eating,neutral,35
230c4e4d-70c3-461d-b42c-ec09396efb3f,21/06/20 16:57,photo,healthy eating,positive,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,04/03/21 23:58,photo,healthy eating,positive,75
230c4e4d-70c3-461d-b42c-ec09396efb3f,09/07/20 16:47,photo,healthy eating,positive,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,01/08/20 19:16,photo,healthy eating,negative,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,23/11/20 22:46,photo,healthy eating,negative,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,11/12/20 14:08,photo,healthy eating,negative,15
230c4e4d-70c3-461d-b42c-ec09396efb3f,23/04/21 23:41,photo,healthy eating,negative,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,13/11/20 00:33,photo,healthy eating,positive,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,09/06/21 10:13,photo,healthy eating,positive,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,29/10/20 19:41,photo,healthy eating,positive,65
230c4e4d-70c3-461d-b42c-ec09396efb3f,14/05/21 12:47,photo,healthy eating,positive,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,04/08/20 05:40,photo,healthy eating,negative,0
230c4e4d-70c3-461d-b42c-ec09396efb3f,07/08/20 04:09,photo,healthy eating,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,23/10/20 21:19,photo,healthy eating,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,14/11/20 23:53,photo,healthy eating,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,04/08/20 19:26,photo,healthy eating,negative,12
230c4e4d-70c3-461d-b42c-ec09396efb3f,12/11/20 04:54,photo,healthy eating,positive,30
356fff80-da4d-4785-9f43-bc1261031dc6,03/04/21 12:17,photo,technology,negative,12
356fff80-da4d-4785-9f43-bc1261031dc6,27/09/20 22:15,photo,technology,positive,70
356fff80-da4d-4785-9f43-bc1261031dc6,27/10/20 05:45,photo,technology,positive,60
356fff80-da4d-4785-9f43-bc1261031dc6,15/10/20 09:11,photo,technology,negative,15
356fff80-da4d-4785-9f43-bc1261031dc6,07/05/21 09:16,photo,technology,positive,60
356fff80-da4d-4785-9f43-bc1261031dc6,16/09/20 08:39,photo,technology,negative,5
356fff80-da4d-4785-9f43-bc1261031dc6,29/10/20 15:38,photo,technology,neutral,20
01ab84dd-6364-4236-abbb-3f237db77180,24/05/21 18:03,video,food,negative,15
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,25/02/21 20:02,GIF,cooking,positive,30
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,02/05/21 03:45,GIF,cooking,negative,5
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,28/01/21 08:49,GIF,cooking,positive,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,15/02/21 13:06,GIF,cooking,neutral,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,04/11/20 21:25,GIF,cooking,negative,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,23/06/20 22:12,GIF,cooking,positive,65
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,16/02/21 04:01,GIF,cooking,positive,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,03/01/21 08:44,GIF,cooking,positive,30
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,25/11/20 12:45,GIF,cooking,positive,72
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,03/12/20 16:47,GIF,cooking,positive,50
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,22/05/21 21:03,GIF,cooking,positive,50
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,18/01/21 13:39,GIF,cooking,positive,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,06/01/21 00:35,GIF,cooking,neutral,20
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,14/05/21 14:33,GIF,cooking,positive,72
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,27/05/21 15:21,GIF,cooking,negative,12
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,21/07/20 02:12,GIF,cooking,neutral,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,26/05/21 06:09,GIF,cooking,negative,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,25/02/21 03:16,GIF,cooking,negative,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,07/12/20 22:50,GIF,cooking,positive,45
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,24/10/20 14:06,GIF,cooking,neutral,20
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,01/09/20 21:18,GIF,cooking,neutral,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,10/05/21 22:07,GIF,cooking,positive,72
3f8590c7-6ab2-4973-805a-90cdec355f05,12/02/21 16:37,video,dogs,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,28/04/21 15:22,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,24/01/21 00:38,video,dogs,positive,45
3f8590c7-6ab2-4973-805a-90cdec355f05,18/03/21 01:53,video,dogs,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,14/01/21 07:21,video,dogs,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,23/12/20 04:11,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,21/05/21 07:23,video,dogs,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,28/03/21 23:25,video,dogs,positive,50
3f8590c7-6ab2-4973-805a-90cdec355f05,16/09/20 07:33,video,dogs,neutral,35
3f8590c7-6ab2-4973-805a-90cdec355f05,08/11/20 10:53,video,dogs,neutral,20
3f8590c7-6ab2-4973-805a-90cdec355f05,06/03/21 05:23,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,13/01/21 23:35,video,dogs,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,06/09/20 22:35,video,dogs,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,24/06/20 09:31,video,dogs,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,07/02/21 21:39,video,dogs,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,21/01/21 18:28,video,dogs,positive,45
3f8590c7-6ab2-4973-805a-90cdec355f05,27/02/21 00:21,video,dogs,negative,10
3f8590c7-6ab2-4973-805a-90cdec355f05,22/08/20 12:06,video,dogs,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,03/08/20 06:29,video,dogs,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,02/08/20 06:20,video,dogs,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,04/06/21 04:57,video,dogs,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,21/10/20 09:07,video,dogs,positive,75
3f8590c7-6ab2-4973-805a-90cdec355f05,26/12/20 19:46,video,dogs,negative,10
3f8590c7-6ab2-4973-805a-90cdec355f05,02/03/21 22:47,video,dogs,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,31/03/21 09:48,video,dogs,neutral,20
3f8590c7-6ab2-4973-805a-90cdec355f05,14/06/21 13:44,video,dogs,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,27/12/20 17:04,video,dogs,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,11/02/21 03:51,video,dogs,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,07/12/20 19:07,video,dogs,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,28/12/20 08:31,video,dogs,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,26/10/20 05:27,video,dogs,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,26/09/20 18:43,video,dogs,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,25/11/20 13:01,video,dogs,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,11/07/20 05:51,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,19/03/21 16:23,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,11/10/20 18:31,video,dogs,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,02/11/20 20:15,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,01/10/20 03:35,video,dogs,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,11/02/21 20:10,video,dogs,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,07/02/21 15:59,video,dogs,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,17/10/20 11:46,video,dogs,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,09/08/20 19:41,video,dogs,positive,50
3f8590c7-6ab2-4973-805a-90cdec355f05,01/02/21 02:40,video,dogs,positive,65
3f8590c7-6ab2-4973-805a-90cdec355f05,30/01/21 09:36,video,dogs,positive,72
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,31/03/21 15:24,video,technology,positive,70
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,05/02/21 17:00,video,technology,positive,75
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,19/02/21 16:29,video,technology,positive,60
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,25/07/20 00:00,video,technology,negative,12
0bedca96-fb76-4287-a83c-17330ed39cce,13/07/20 02:38,photo,soccer,positive,72
0bedca96-fb76-4287-a83c-17330ed39cce,13/01/21 13:11,photo,soccer,neutral,20
0bedca96-fb76-4287-a83c-17330ed39cce,02/01/21 16:46,photo,soccer,negative,12
0bedca96-fb76-4287-a83c-17330ed39cce,26/11/20 02:25,photo,soccer,positive,45
0bedca96-fb76-4287-a83c-17330ed39cce,25/08/20 19:18,photo,soccer,positive,70
0bedca96-fb76-4287-a83c-17330ed39cce,01/02/21 00:15,photo,soccer,negative,5
0bedca96-fb76-4287-a83c-17330ed39cce,04/06/21 14:36,photo,soccer,positive,65
0bedca96-fb76-4287-a83c-17330ed39cce,19/08/20 13:38,photo,soccer,positive,72
0bedca96-fb76-4287-a83c-17330ed39cce,22/04/21 02:08,photo,soccer,positive,70
0bedca96-fb76-4287-a83c-17330ed39cce,26/06/20 10:33,photo,soccer,positive,75
0bedca96-fb76-4287-a83c-17330ed39cce,15/08/20 18:16,photo,soccer,positive,50
0bedca96-fb76-4287-a83c-17330ed39cce,26/11/20 13:42,photo,soccer,positive,65
b18cb63f-4c8e-44ee-a47f-541e95191d11,14/04/21 00:56,photo,public speaking,positive,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,21/07/20 21:27,photo,public speaking,neutral,20
b18cb63f-4c8e-44ee-a47f-541e95191d11,29/03/21 06:57,photo,public speaking,negative,10
b18cb63f-4c8e-44ee-a47f-541e95191d11,20/05/21 16:11,photo,public speaking,positive,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,02/11/20 06:09,photo,public speaking,positive,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,24/10/20 15:37,photo,public speaking,neutral,20
b18cb63f-4c8e-44ee-a47f-541e95191d11,07/09/20 14:42,photo,public speaking,positive,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,04/03/21 02:46,photo,public speaking,negative,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,07/01/21 14:08,photo,public speaking,positive,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,06/07/20 11:18,photo,public speaking,neutral,35
b18cb63f-4c8e-44ee-a47f-541e95191d11,27/03/21 04:56,photo,public speaking,positive,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,21/11/20 21:25,photo,public speaking,positive,45
b18cb63f-4c8e-44ee-a47f-541e95191d11,22/08/20 01:25,photo,public speaking,positive,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,14/06/21 11:45,photo,public speaking,neutral,35
b18cb63f-4c8e-44ee-a47f-541e95191d11,15/07/20 19:28,photo,public speaking,negative,12
b18cb63f-4c8e-44ee-a47f-541e95191d11,21/03/21 14:39,photo,public speaking,positive,45
b18cb63f-4c8e-44ee-a47f-541e95191d11,07/04/21 03:15,photo,public speaking,positive,75
b18cb63f-4c8e-44ee-a47f-541e95191d11,24/04/21 06:56,photo,public speaking,positive,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,30/09/20 14:05,photo,public speaking,positive,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,19/07/20 19:28,photo,public speaking,positive,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,21/01/21 07:08,photo,public speaking,negative,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,31/01/21 13:48,photo,public speaking,negative,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,24/12/20 03:24,photo,public speaking,negative,5
b18cb63f-4c8e-44ee-a47f-541e95191d11,27/05/21 01:44,photo,public speaking,negative,0
b18cb63f-4c8e-44ee-a47f-541e95191d11,13/02/21 04:14,photo,public speaking,negative,0
b18cb63f-4c8e-44ee-a47f-541e95191d11,14/07/20 04:36,photo,public speaking,positive,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,15/07/20 16:03,photo,public speaking,negative,10
b18cb63f-4c8e-44ee-a47f-541e95191d11,08/10/20 17:23,photo,public speaking,positive,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,12/11/20 23:55,photo,public speaking,positive,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,21/02/21 05:01,photo,public speaking,positive,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,09/07/20 08:58,photo,public speaking,positive,45
b18cb63f-4c8e-44ee-a47f-541e95191d11,26/06/20 23:45,photo,public speaking,positive,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,20/11/20 13:18,photo,public speaking,negative,12
b18cb63f-4c8e-44ee-a47f-541e95191d11,29/05/21 21:34,photo,public speaking,positive,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,22/02/21 02:48,photo,public speaking,neutral,20
b18cb63f-4c8e-44ee-a47f-541e95191d11,07/01/21 18:39,photo,public speaking,negative,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,01/10/20 15:10,photo,public speaking,positive,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,21/11/20 08:24,photo,public speaking,negative,5
b18cb63f-4c8e-44ee-a47f-541e95191d11,15/04/21 13:50,photo,public speaking,negative,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,30/06/20 01:14,photo,public speaking,positive,65
b18cb63f-4c8e-44ee-a47f-541e95191d11,01/12/20 15:06,photo,public speaking,positive,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,07/11/20 00:47,photo,public speaking,negative,15
5118e9c5-1377-4cc5-a486-65b35b7b7b76,30/06/20 13:08,GIF,science,positive,75
5118e9c5-1377-4cc5-a486-65b35b7b7b76,04/08/20 03:09,GIF,science,positive,60
5118e9c5-1377-4cc5-a486-65b35b7b7b76,28/07/20 07:01,GIF,science,positive,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,25/10/20 02:39,GIF,science,positive,75
5118e9c5-1377-4cc5-a486-65b35b7b7b76,05/07/20 03:37,GIF,science,negative,12
5118e9c5-1377-4cc5-a486-65b35b7b7b76,28/04/21 15:16,GIF,science,positive,70
5118e9c5-1377-4cc5-a486-65b35b7b7b76,31/01/21 00:54,GIF,science,neutral,20
5118e9c5-1377-4cc5-a486-65b35b7b7b76,29/08/20 11:37,GIF,science,positive,72
5118e9c5-1377-4cc5-a486-65b35b7b7b76,15/10/20 12:09,GIF,science,positive,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,02/08/20 21:20,GIF,science,positive,65
5118e9c5-1377-4cc5-a486-65b35b7b7b76,31/10/20 21:46,GIF,science,negative,15
5118e9c5-1377-4cc5-a486-65b35b7b7b76,12/10/20 09:40,GIF,science,positive,60
5118e9c5-1377-4cc5-a486-65b35b7b7b76,12/12/20 12:22,GIF,science,positive,70
5118e9c5-1377-4cc5-a486-65b35b7b7b76,09/01/21 16:37,GIF,science,positive,50
5118e9c5-1377-4cc5-a486-65b35b7b7b76,23/08/20 04:39,GIF,science,negative,5
5118e9c5-1377-4cc5-a486-65b35b7b7b76,22/12/20 04:20,GIF,science,positive,65
5118e9c5-1377-4cc5-a486-65b35b7b7b76,07/11/20 08:49,GIF,science,negative,0
5118e9c5-1377-4cc5-a486-65b35b7b7b76,17/04/21 22:45,GIF,science,positive,72
5118e9c5-1377-4cc5-a486-65b35b7b7b76,21/04/21 00:21,GIF,science,negative,15
5118e9c5-1377-4cc5-a486-65b35b7b7b76,19/07/20 10:33,GIF,science,positive,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,06/07/20 02:08,GIF,science,positive,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,26/03/21 05:42,GIF,science,positive,65
0be59876-d70c-486c-8e0b-a06bef7a2cd6,13/09/20 11:24,GIF,tennis,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,28/01/21 21:06,GIF,tennis,negative,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,20/01/21 01:15,GIF,tennis,neutral,20
0be59876-d70c-486c-8e0b-a06bef7a2cd6,03/09/20 01:15,GIF,tennis,positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,09/01/21 10:46,GIF,tennis,negative,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,19/09/20 22:29,GIF,tennis,neutral,20
0be59876-d70c-486c-8e0b-a06bef7a2cd6,29/05/21 07:21,GIF,tennis,positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,15/05/21 19:04,GIF,tennis,negative,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,15/08/20 12:27,GIF,tennis,positive,45
0be59876-d70c-486c-8e0b-a06bef7a2cd6,31/03/21 15:51,GIF,tennis,negative,0
0be59876-d70c-486c-8e0b-a06bef7a2cd6,15/02/21 03:32,GIF,tennis,neutral,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,29/03/21 19:03,GIF,tennis,negative,15
0be59876-d70c-486c-8e0b-a06bef7a2cd6,29/07/20 10:40,GIF,tennis,negative,15
0be59876-d70c-486c-8e0b-a06bef7a2cd6,08/05/21 13:47,GIF,tennis,negative,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,06/11/20 02:36,GIF,tennis,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,25/07/20 16:31,GIF,tennis,positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,04/12/20 00:56,GIF,tennis,negative,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,22/09/20 02:08,GIF,tennis,positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,05/07/20 05:50,GIF,tennis,negative,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,20/10/20 12:11,GIF,tennis,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,11/01/21 06:02,GIF,tennis,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,28/02/21 07:51,GIF,tennis,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,06/12/20 13:45,GIF,tennis,positive,45
0be59876-d70c-486c-8e0b-a06bef7a2cd6,05/05/21 09:54,GIF,tennis,neutral,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,27/08/20 18:36,GIF,tennis,positive,30
0be59876-d70c-486c-8e0b-a06bef7a2cd6,15/10/20 01:29,GIF,tennis,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,15/01/21 11:33,GIF,tennis,neutral,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,01/03/21 20:26,GIF,tennis,positive,45
0be59876-d70c-486c-8e0b-a06bef7a2cd6,28/11/20 02:11,GIF,tennis,neutral,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,26/06/20 19:05,GIF,tennis,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,30/12/20 13:37,GIF,tennis,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,14/02/21 21:15,GIF,tennis,positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,27/03/21 20:07,GIF,tennis,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,23/08/20 07:38,GIF,tennis,negative,10
0be59876-d70c-486c-8e0b-a06bef7a2cd6,09/11/20 08:23,GIF,tennis,positive,60
